,ka.activerecord.attributes.place_service.age_groups,The service is available to the following ages,მომსახურება განკუთვნილია შემდეგი ასაკობრივი ჯგუფისთვის,,
,ka.activerecord.attributes.place_service.can_be_used_by,Service can be used by,მომსახურებით სარგებლობა შეუძლია,,
,ka.activerecord.attributes.place_service.can_be_used_bies.anyone,By any person,ნებისმიერ პირს,,
,ka.activerecord.attributes.place_service.can_be_used_bies.diagnosis_with_status,By any person having disability status and related diagnosis,შეზღუდული შესაძლებლობის მქონე პირს ,,
,ka.activerecord.attributes.place_service.can_be_used_bies.diagnosis_without_status,Persons with specific diagnoses (with or withought disability status),გარკვეული დიაგნოზის მქონე პირს (შეზღუდული შესაძლებლობის სტატუსით ან მის გარეშე),,
,ka.activerecord.attributes.place_service.diagnoses,Please list the diagnoses,გთხოვთ დააზუსტოთ დიაგნოზები,,
,ka.activerecord.attributes.place_service.service_activities,Organization provides the following activities ,ორგანიზაცია აწვდის  შემდეგი სახის აქტივობებს ,,
,ka.activerecord.attributes.place_service.service_specialists,The following specialists are involved in service provision ,მომსახურებას აწვდიან შემდეგი სპეციალისტები,,
,ka.activerecord.attributes.place_service.need_finance,Co-financing may be required,მომხმარებელი შესაძლოა საჭიროებდეს მომსახურების თანადაფინანსებას,,
,ka.activerecord.attributes.place_service.get_involved_link,Please indicate the link for people to learn how to get involved,"მიუთითეთ ბმული დაინტერესებული პირისთვის, რომ გაიგოს როგორ ჩაერთოს მომსახურებაში",,
,ka.activerecord.attributes.place_service.published,Show this service to the public,მომსახურების გასაჯაროება,,
,ka.activerecord.attributes.place_service.created_at,Date Created,შექმნის თარიღი,,
,ka.activerecord.attributes.place_service.updated_at,Date Last Updated,ბოლო განახლების თარიღი,,
,ka.activerecord.attributes.place_service.has_content,Service Content Has Been Entered?,ყველა ველი შევსებულია? ,,
,ka.activerecord.attributes.place_user.place,Organisation,ორგანიზაცია,,
,ka.activerecord.attributes.place_user.user,User,მომხმარებელი,,
,ka.activerecord.attributes.place_user.created_at,Date Joined,რეგისტრაციის თარიღი,,
,ka.activerecord.attributes.resource.title,Title,სათაური,,
,ka.activerecord.attributes.resource.content,Content,შინაარსი,,
,ka.activerecord.attributes.resourceitem.title,Chapter Titel ,საკითხი ,,"Resource item
რესურს გვერდი"
,ka.activerecord.errors.models.user.attributes.email.taken,This email is already used,აღნიშნული ელ.ფოსტა უკვე დარეგისტრირებულია,,
,ka.activerecord.errors.models.user.attributes.providers.not_filled,data is not filled,მონაცემები არ არის შეყვანილი,,
,ka.simple_form.placeholders.place.website,http://example.com,http://example.com,,
,ka.simple_form.placeholders.place.tags,Type tag name and press enter,"ჩაწერეთ კატეგორიის დასახელება და დააჭირეთ ""enter"" -ს",,
,ka.app.languages.en,English,ინგლისური,,
,ka.app.languages.ka,Georgian,ქართული,,
,ka.app.languages._en,English,ინგლისური ,,
,ka.app.languages._ka,ქართული,ქართული,,
,ka.app.common.name,Sheaghe,შეაღე,,
,ka.app.common.slogan,Discovering Services,აღმოაჩინე სერვისები,,
,ka.app.common.description,"
Sheaghe is a unified database of organizations that provide services to persons with disabilities.
Using it you will be able to find information about any service registered in Georgia according to its geographical location and type of service.","""შეაღე"" არის იმ ორგანიზაციების ერთიანი ბაზა, რომლებიც აწვდიან მომსახურებას შეზღუდული შესაძლებლობის მქონე პირებს.  
მისი გამოყენებით თქვენ შეძლებთ მოიძიოთ ინფორმაცია საქართველოში რეგისტრირებული ნებისმიერი მომსახურების შესახებ მისი გეოგრაფიული მდებარეობის და მომსახურების ტიპის მიხედვით. ",,
,ka.app.common._yes,Yes,დიახ,,
,ka.app.common._no,No,არა,,
,ka.app.common.mac_alt,MAC seeks to transform the lives of the most vulnerable around the world by providing them with the resources they need and by strengthening the systems and individuals that provide them care.,"მაკი ცდილობს მოწყვლადი ჯგუფების ცხოვრების ხარისხის გაუმჯობესებას,  საჭირო რესურსების მიწოდებით, მხარდამჭერი სისტემებისა და მათზე მზრუნველი საზოგადოების გაძლიერების გზით. ",,
,ka.app.common.created_by,Created By,შექმნილია,,
,ka.app.common.forset_alt,Data Communication: Innovative. Effective. Simple.,კომუნიკაცია მონაცემებით: ინოვაციური. ეფექტური. მარტივი.,,
,ka.app.common.privacy_policy,Privacy Policy,კონფიდენციალურობა,,
,ka.app.common.terms_of_use,Terms of Use,გამოყენების პირობები,,
,ka.app.common.contact,-----,-----,,
,ka.app.common.rate,Rate,შეფასება,,
,ka.app.common.missing,Missing,ცარიელია,,
,ka.app.common.or,or,ან,,
,ka.app.common.register,Register,რეგისტრაცია,,
,ka.app.common.sign_in,Sign In,შესვლა,,
,ka.app.common.sign_up,Sign Up,რეგისტრაცია,,
,ka.app.common.cancel,Cancel,გაუქმება,,
,ka.app.common.reset,Reset,განულება,,
,ka.app.common.reset_password,Reset Password,პაროლის განახლება,,
,ka.app.common.change_password,Change Password,პაროლის შეცვლა,,
,ka.app.common.resend,Resend,ხელახლა გაგზავნა,,
,ka.app.common.click_here,Click Here,დააწკაპუნეთ აქ,,
,ka.app.common.alt,%{alt} Image,%{alt} სურათი,,
,ka.app.common.by,by,მიერ,,
,ka.app.common.save,Save,შენახვა,,
,ka.app.messages.success_created,%{obj} was successfully created.,%{obj} წარმატებით შეიქმნა.,,
,ka.app.messages.success_updated,%{obj} was successfully updated.,%{obj} წარმატებით განახლდა.,,
,ka.app.messages.fail_updated,%{obj} failed to update.,%{obj} ინფორმაციის განახლება ვერ მოხდა.,,
,ka.app.messages.success_destroyed,%{obj} was successfully deleted.,%{obj} წარმატებით გაუქმდა.,,
,ka.app.messages.fail_destroyed,%{obj} failed to delete.,%{obj} ინფორმაციის გაუქმება ვერ მოხდა.,,
,ka.app.messages.success_restored,%{obj} was successfully restored.,%{obj} ინფორმაცია წარმატებით აღდგა.,,
,ka.app.messages.fail_restored,%{obj} failed to restore.,%{obj} ინფორმაციის აღდგენა ვერ მოხდა.,,
,ka.app.messages.accepted,%{obj} was successfully accepted.,%{obj} წარმატებით იქნა მიღებული.,,
,ka.app.messages.declined,%{obj} was successfully declined.,%{obj} მოხდა უარყოფა.,,
,ka.app.messages.fail_updated_state,%{obj} status failed to update.,%{obj} სტატუსის განახლება ვერ მოხდა.,,
,ka.app.messages.state_already_set,%{obj} status already set.,%{obj} აღნიშნული სტატუსი უკვე არსებობს.,,
,ka.app.messages.contact_send_success,Message successfully sent.,შეტყობინება წარმატებით გაიგზავნა.,,
,ka.app.messages.contact_send_fail,Failed to send message.,შეტყობინების გაგზავნა ვერ მოხდა.,,
,ka.app.messages.service_parent_missing,The parent service record could not be found.,მომსახურებაზე ჩანაწერი ვერ მოიძებნა ,,
,ka.app.messages.missing_services,Services must be selected.,აუცილებელია მომსახურების არჩევა ,,
,ka.app.messages.record_not_found,%{obj} could not be found.,%{obj} ვერ მოიძებნა,,
,ka.app.messages.confirm_leave_form,You have unsaved changes. Are you sure you want to leave without saving?,ზოგიერთი ცვლილება არ არის დამახსოვრებული. გსურთ გამოსვლა ინფორმაციის დამახსოვრების გარეშე? ,,
,ka.app.messages.no_data,You do not have any %{obj} records in the database.,თქვენ არ გაქვთ %{obj} ჩანაწერები მონაცემთა ბაზაში.,,
,ka.app.messages.success_accepted,%{obj} was successfully accepted.,%{obj} წარმატებით იქნა მიღებული.,,
,ka.app.messages.success_sent,%{obj} was successfully sent.,%{obj} წარმატებით გაიგზავნა.,,
,ka.app.messages.success_removed,%{obj} was successfully removed.,%{obj} წარმატებით გაუქმდა.,,
,ka.app.messages.fail_removed,%{obj} failed to remove.,%{obj} გაუქმება ვერ მოხდა. ,,
,ka.shared.toggle_navigation,Show navigation,ნავიგაციის ჩვენება,,ორივე მისაღებია
,ka.shared.user_profile,Your Account,თქვენი ანგარიში ,,
,ka.shared.provider_profile,Provider Profile,სერვისის მიმწოდებლის პროფილი,,
,ka.shared.admin_profile,Admin Section,ადმინისტრატორის სექცია,,
,ka.shared.manage,Manage,მართვა,,
,ka.shared.moderate,Moderate,მოდერაცია,,
,ka.shared.fields_localization,Fields to translate,სათარგმნი ველები,,
,ka.shared.picked_as_favorite,Picked as favorite,ფავორიტებში დამატება,,
,ka.shared.overall_rating, Rating: %{rating},შეფასება%{rating}/5,,
,ka.shared.overall_rating_js, Rating,შეფასება,,
,ka.shared.rating_threshold,/%{n},/%{n},,
,ka.shared.rating, Rating,შეფასება,,
,ka.shared.search,Search,ძიება,,
,ka.shared.and_up,& Up,& ზევით,,
,ka.shared.rate,Give rating of %{n},შეაფასეთ %{n},,
,ka.shared.rate_reset,Delete your rating,გააუქმეთ შეფასება ,,
,ka.shared.view_all_provider_places,See all places from this service provider,ამ მიმწოდებლის ყველა მომსახურების ნახვა ,,
,ka.shared.view_place_details,View organisation details,ინფორმაციის ნახვა  ორგანიზაციაზე,,
,ka.shared.view_all_services,View All Services,ყველა მომსახურების ნახვა,,
,ka.shared.view_all_service_places,See all organizations with this service,ყველა ორგანიზაციის ნახვა ამ ტიპის მომსახურებით ,,
,ka.shared.add,Add,დამატება,,
,ka.shared.add_sub_service,Add Service,მომსახურების დამატება  ,,
,ka.shared.upload_image,Upload Photos,ფოტოების ატვირთვა,,
,ka.shared.delete_image,Delete Photo,სურათის წაშლა,,
,ka.shared.pending,Pending,მიმდინარე,,
,ka.shared.accept,Accept,დასტური,,
,ka.shared.accepted,Accepted,დადასტურებული,,
,ka.shared.decline,Decline,უარყოფა,,
,ka.shared.declined,Declined,უარყოფილი,,
,ka.shared.processed,Processed,დასრულებული,,
,ka.shared.no_data_found,There is no data on record at this time.,"ამ ეტაპზე, ინფორმაცის არ მოიძებნა.",,
,ka.shared.no_service_data_found,There is no service data on record at this time.,"ამ ეტაპზე, ინფორმაცია მომსახურების შესახებ არ მოიძებნა.",,
,ka.shared.all_done,Nothing records to moderate!,არ საჭიროებს შემოწმებას! ,,
,ka.shared.are_you_sure,Are you sure?,დარწმუნებული ხართ?,,
,ka.shared.favorite,Favorite,ჩემი ფავორიტი,,
,ka.shared.unfavorite,Unfavorite,არა ფავორიტი,,
,ka.shared.url_placeholder,ex: http://www.example.org,ex: http://www.example.org,,
,ka.shared.or,Or,ან,,
,ka.shared.labels.state,Status:,სტატუსი:,,
,ka.shared.title.report,Report a problem ,პრობლემის შეტყობინება ,,
,ka.shared.title.ownership,Are you a service provider and this is your organisation ? Take ownership of this place so you can manage the content.,"თუ თქვენ ხართ მომსახურების მიმწოდებელი, შეგიძლიათ მართოთ მონაცემები. ",,
,ka.shared.title.favorite,Add or remove this organisation from your favorites,დაამატე ან წაშალე ორგანიზაცია ფავორიტებიდან,,
,ka.shared.filters.children,Children (0-18),ბავშვები (0-18),,
,ka.shared.filters.adults,Adults 18+,ზრდასრულები 18+,,
,ka.shared.services,Services,მომსახურებები,,
,ka.shared.director,Director,ხელმძღვანელი,,
,ka.shared.region,Region,რეგიონი,,
,ka.shared.municipality,Municipality,მუნიციპალიტეტი,,
,ka.shared.city_village,City / Village,ქალაქი / სოფელი ,,
,ka.messages.succeed_to_process,%{action} was successfully submitted,%{action} წარმატებით დაემატა ,,
,ka.messages.succeed_to_process_reject,%{action} was successfully removed.,%{action} წარმატებით გაუქმდა.,,
,ka.messages.failed_to_process,Request for %{action} failed.,მოთხოვნა %{action} უარყოფილია.,,
,ka.messages.place_rate, rating,შეფასება,,
,ka.messages.favorite_place,Favorite,ფავორიტი,,
,ka.messages.place_ownership,Place ownership,მფლობელი,,
,ka.messages.place_report,Place report,შეტყობინების გაგზავნა,,
,ka.messages.n_photo_uploaded.one,Photo uploaded.,ფოტო აიტვირთა.,,
,ka.messages.n_photo_uploaded.other,%{n} photos uploaded.,%{n} ფოტოები აიტვირთა.,,
,ka.messages.n_photo_uploaded_and_pending.one,Photo uploaded and waiting to be processed,ფოტო აიტვირთა და ელოდება საბოლოო დასტურს,,
,ka.messages.n_photo_uploaded_and_pending.other,%{n} photos uploaded and waiting to be processed,%{n} ფოტოები აიტვირთა და ელოდება საბოლოო დასტურს,,
,ka.messages.uploader_failed,"Error while uploading photos, please contact administration","ხარვეზია ფოტოების ატვირთვისას, დაუკავშირდით ადმინისტრატორს",,
,ka.messages.assign_provider_to_success,%{child} %{child_name} was assigned to the provider %{name} successfully,%{child} %{child_name} წარმატებით გახდა %{name} მომსახურების  მიმწოდებელი,,
,ka.messages.assign_provider_to_failed,Failed to assign %{child} to provider,%{child} ვერ გახდა სერვისის მიმწოდებელლი,,
,ka.messages.unassign_provider_to_success,%{child} %{child_name} unassigned from provider %{name} successfully, %{child} %{child_name} აღარ არის %{name} მიმწოდებელი,,
,ka.messages.unassign_provider_to_failed,Failed to unassign %{child} from provider, %{child} ვერ გაუქმდა ,,
,ka.messages.provider_role_required,This operation require user to be service provider.,აღნიშნული ქმედება შეუძლია მხოლოდ მომსახურების მიმწოდებელს,,
,ka.admin.shared.add,Add,დამატება,,
,ka.admin.shared.save,Save,შენახვა,,
,ka.admin.shared.cancel,Cancel,გაუქმება,,
,ka.admin.shared.reset,ვიეწ,განახლება,,
,ka.admin.shared.edit,Edit,რედაქტირება,,
,ka.admin.shared.delete,Delete,წაშლა,,
,ka.admin.shared.actions,Actions,მოქმედება,,
,ka.admin.shared.assign,Assign,განაწილება,,
,ka.admin.shared.view,View,ნახვა,,
,ka.admin.shared.add_model,Add %{name},დამატება %{name},,
,ka.admin.shared.edit_model,Edit %{name},რედაქტირება %{name},,
,ka.admin.shared.manage_model,Manage %{name},მართვა %{name},,
,ka.admin.shared.create_model,Create %{name},შექმნა %{name},,
,ka.admin.shared.confirm_delete_model,%{name} will be removed.,%{name} წაიშლება.,,
,ka.admin.shared.confirm_restore_model,%{name} will be restored.,%{name} აღდგება.,,
,ka.admin.shared.search_assign_placeholder,Find object (min 3 chars),ინფორმაციის მოძიება (მინ. 3 მახასიათებელი)  ,,
,ka.admin.shared.add_service,Add Service,მომსახურების დამატება,,
,ka.admin.shared.add_service_for_place,Add a Service to %{place},მომსახურების დამატება  %{place} - სთვის,,
,ka.admin.shared.input_service_for_place,%{place} Service Details for '%{service}',%{place}-ს ინფორმაცია '%{service}'-ზე,,
,ka.admin.shared.invitations_for_place,Manage Access to %{place},%{place} - ზე წვდომა ,,
,ka.admin.shared.manage_access,Manage Access,წვდომა,,
,ka.admin.shared.next,Next,შემდეგი,,
,ka.admin.shared.select_all,Select all that apply,შეარჩიე ყველა შესაბამისი ,,
,ka.admin.shared.is_required,must be provided,უნდა იყოს მიწოდებული ,,
,ka.admin.shared.place_needs_services,You need to add services to the organisation before it is viewable to the public,"იმისათვის, რომ ორგანიზაცია გახდეს საჯარო, საჭიროა ინფორმაციის დამატება მომსახურების შესახებ",,
,ka.admin.shared.move_up,Move the item up the list,ატანა ,,
,ka.admin.shared.move_down,Move the item down the list,ჩამოტანა ,,
,ka.admin.shared.position,Position,პოზიცია,,
,ka.admin.shared.invite,Invite,მოწვევა,,
,ka.admin.shared.revoke_access,Revoke Access,წვდომის გაუქმება,,
,ka.admin.providers.confirm_delete,Provider will be removed with all places bind to it.,მოხდება მომსახურების მიმწოდებლის და მასთან დაკავშირებული ყველა ადგილის წაშლა.,,
,ka.admin.providers.confirm_restore,Provider will be restored with all places bind to it.,მოხდება პროვაიდერის და მასთან დაკავშირებული ყველა ადგილის აღდგენა.,,
,ka.admin.providers.form.owner_users,Owners:,მფლობელები:,,
,ka.admin.providers.form.places,Places:,ადგილები:,,
,ka.admin.providers.list.manage,Manage Providers,მიმწოდებლის მართვა,,
,ka.admin.providers.list.manage_with_no_owners,Manage Providers With No Owner,მიმწოდებლის მართვა ვისაც არ ყავს მფლობელი,,
,ka.admin.users.pending_invitations.place_invitation_help_text,"If you have been invitated to manage  information on Sheaghe, the invitation will be listed below.","თუ თქვენ მიიღეთ მოწვევა ინფორმაციის სამართავად, მოწვევა გამოჩნდება ქვემოთ.",,
,ka.admin.places.current_provider,Assigned provider,მიმწოდებელი დანიშნულია,პროვაიდერი დანიშნულია,
,ka.admin.places.update_provider,Assign provider,მიმწოდებლის შეცვლა,პროვაიდერი დანიშვნა,
,ka.admin.places.declined_tags,Declined Tags:,უარყოფილი კატეგორიები:,,
,ka.admin.places.list.provider,Provider:,პროვაიდერი:,,
,ka.admin.places.list.manage_with_no_owners,Manage Places With No Owner,ადგილის მართვა ვისაც არ ყავს მფლობელი,,
,ka.admin.places.select_service.place,Organisation,ორგანიზაცია,,
,ka.admin.places.select_service.root_service,Select a Service Category,აირჩიე მომსახურების ტიპი,,
,ka.admin.places.select_service.services,Select All Services That Apply,"აირჩიე მომსახურება / ები, რომელსაც აწვდი",,
,ka.admin.places.select_service.no_selection,Select a Service Category to see a list of Services,"აირჩიე მომსახურების ტიპი, რომ ნახო  მასში შემავალი ჩამონათვალი ",,
,ka.admin.places.select_service.view_root_services,Show Service Categories,აჩვენე მომსახურების ტიპები,,
,ka.admin.places.input_service.place,organisation,ორგანიზაცია,,
,ka.admin.places.input_service.instructions,Please enter the details for this service below,"გთხოვთ, შეავსოთ მომსახურებასთან დაკავშირებული ინფორმაცია ",,
,ka.admin.places.input_service.add_more_services,Add More Services,მომსახურების დამატება,,
,ka.admin.places.input_service.add_more_services_title,Click here if you want to add more services to the organization ,"ახალი მომსახურების დამატებისთვის,  დააჭირეთ აქ ",,
,ka.admin.places.input_service.place_list,All Organizations,ყველა ორგანიზაცია,,
,ka.admin.places.input_service.place_list_title,Click here to go back to your list of organizations,"ორგანიზაციების ჩამონათვალთან დასაბრუნებლედ, დააჭირეთ აქ ",,
,ka.admin.places.input_service.services_instructions,Click a button below to add details to your other new services.,"ახალი მომსახურების შესახებ ინფორმაციის დასამატებლად, დააჭირეთ აქ.",,
,ka.admin.places.services_list.service_link,Click to add details to this service,"ამ მომსახურებაზე ინფორმაციის დასამატებლად, დააჭირეთ აქ ",,
,ka.admin.places.services_list.service_current,This is the service you are currently entering details for,ამ მომსახურებას ამატებთ ინფორმაციას ,,
,ka.admin.places.form.map_heading,Position Your Place On The Map,მონიშნეთ თქვენი მდებარეობა რუკაზე ,,
,ka.admin.places.form.map_help,Click on the map to place a marker for your place. Or you can click on the button below to use your current location.,"დააწკაპუნეთ რუკაზე ადგილის მოსანიშნად. ან დააჭირეთ ქვედა ღილაკს, მიმდინარე ადგილმდებარეობის დასაფიქსირებლად.",,
,ka.admin.places.form.locate_me,Use My Current Location,გამოიყენე ჩემი ამჟამინდელი ადგილმდებარეობა.,,
,ka.admin.places.form.poster_instructions,The green circle with a white checkmark indicates which image will be used for your place listing on the homepage. Click on an image to make it the new image for the homepage listing.,"მწვანე წრით მონიშნული გამოსახულება, აისახება მთავარ გვერდზე მენიუში. მონიშნეთ სასურველი გამოსახულება.",,
,ka.admin.places.invitations.invitation_help_text,"Enter one or more emails of people you want to give access to manage information about your organisation. Separate emails by ','.","შეიყვანეთ იმ პირის / პირების ელ.ფოსტა, ვისაც გსურთ რომ მისცეთ წვდომა ორგანიზაციის შესახებ ინფორმაციის მართვისთვის. ელ.ფოსტები ერთმენეთისგან გამოყავით მძიმით - ','.
",,
,ka.admin.places.invitations.expired_help_text,Invitations automatically expire after %{num} days.,მოწვევა ავტომატურად უქმდება %{num} დღეში. ,,
,ka.admin.places.invitations.send_invitations,Send Invitations,მოწვევის გაგზავნა ,,
,ka.admin.places.invitations.pending_invitations,Pending Invitations,გაგზავნილი მოწვევები,,
,ka.admin.places.invitations.current_users,Current Users,მომხმარებლები,,
,ka.admin.places.invitations.expired_invitations,Expired Invitations,გაუქმებული მოწვევები,,
,ka.admin.places.invitations.pending,Pending Invitation,გაგზავნილი მოწვევა,,
,ka.admin.places.invitations.user,Current User,მომხმარებელი,,
,ka.admin.places.invitations.expired,Expired Invitation,გაუქმებული მოწვევა,,
,ka.admin.places.invitations.emails,Emails,ელ.ფოსტა,,
,ka.admin.places.invitations.emails_placeholder,"Separate emails by ','","ელ.ფოსტები ერთმენეთისგან გამოყავით მძიმით - ','.
",,
,ka.admin.place.index.title,Manage Organisations,ორგანიზაციების მართვა,,
,ka.admin.place.locate_me,Locate me on the map,მომნიშნე რუკაზე ,,
,ka.admin.page_contents.list,List Items,ჩამონათვალი,,
,ka.admin.page_contents.new_item,Unnamed list item,უსახელო ჩამონათვალი,,
,ka.admin.manage_providers.index,Manage Providers,პროვაიდერების მართვა,,
,ka.admin.manage_providers.edit,Edit Provider,პროვაიდერის განახლება,,
,ka.admin.manage_providers.new,Create Provider,პროვაიდერების შექმნა,,
,ka.admin.manage_places.index,Manage Organisations,ინფორმაციის მართვა ორგანიზაციაზე,,
,ka.admin.manage_places.edit,Edit Organisation,ორგანიზაციაზე ინფორმაციის რედაქტირება,,
,ka.admin.manage_places.new,Register Organisation,ორგანიზაციის რეგისტრაცია,,
,ka.admin.moderate_photos.index,Moderate Photos,ფოტოების გადაწყობა,,
,ka.admin.menu.manage_profile,Profile,პროფილი,,
,ka.admin.menu.favorite_places,Favorite Organisations,ფავორიტი ორგანიზაციები,,
